,Unnamed: 0,block_num,id,race,sex,age,juv_fel_count,juv_misd_count,priors_count,charge_id,charge_degree,compas_decile_score,two_year_recid,c_charge_desc,mturk_charge_name,full_charge_description
749,750,15,7807,Caucasian,Male,34,0,0,13,190,felony,8,1,Grand Theft in the 3rd Degree,Grand Theft,The unlawful taking of property worth more than $300
750,751,16,2874,African American,Male,33,0,0,2,45,misdemeanor,2,1,Battery,Battery,Intentionally causing bodily harm to another person without a weapon
751,752,16,9632,Caucasian,Male,46,0,0,1,319,felony,1,0,Possession of Oxycodone,Possession of Oxycodone,Possession of Oxycodone
752,753,16,9106,Caucasian,Female,32,0,0,2,354,felony,2,1,Sell/Man/Del Pos/w/int Heroin,Possession of Heroin,
753,754,16,7037,African American,Male,26,0,1,6,268,felony,10,1,Poss Pyrrolidinovalerophenone,Possession of a Controlled Substance,Possession of a criminalized narcotic or pharmacological drug
754,755,16,6875,Caucasian,Male,22,0,0,0,108,felony,8,0,"Deliver 3,4 Methylenediox",Dealing Controlled Substances,Possessing a criminalized narcotic or pharmacological drug with the intent to sell or deliver
755,756,16,654,Caucasian,Male,33,0,0,0,21,felony,1,0,Aggravated Battery / Pregnant,Assault,"An intentional and unlawful threat against another person, coupled with the apparent ability to carry out the threat, which creates a genuine and reasonable fear that violence or harm is imminent"
756,757,16,2291,Caucasian,Male,72,0,0,1,128,misdemeanor,1,0,Driving Under The Influence,Driving Under the Influence,Operating a motor vehicle with a blood alcohol content (BAC) of 0.08% or higher
757,758,16,9072,African American,Male,37,0,0,4,94,misdemeanor,7,1,Criminal Mischief>$200<$1000,Criminal Damage of less than $1000,"When a person willfully and maliciously damages another person's property - with damage less than $1,000"
758,759,16,67,African American,Male,35,1,0,13,418,felony,8,1,Uttering a Forged Instrument,Forgery,"When a person falsely makes, alters, counterfeits, or forges a document that carries Òlegal efficacyÓ"
759,760,16,7051,African American,Male,56,0,0,1,129,felony,1,0,Driving While License Revoked,Driving with a Revoked License,Driving with a license that has been revoked
760,761,16,4534,African American,Female,32,0,0,0,45,misdemeanor,2,0,Battery,Battery,Intentionally causing bodily harm to another person without a weapon
761,762,16,10659,African American,Male,30,0,1,18,58,felony,10,1,Burglary Conveyance Unoccup,Burglary,"Unlawfully entering a dwelling or structure or remaining in a dwelling or structure after permission to remain has been withdrawn, with the intent to commit a crime inside"
762,763,16,7948,African American,Male,27,0,0,0,89,felony,6,0,Crim Use of Personal ID Info,Forgery,"When a person falsely makes, alters, counterfeits, or forges a document that carries Òlegal efficacyÓ"
763,764,16,3674,African American,Female,32,0,0,0,172,felony,2,0,Felony Driving While Lic Suspd,Driving with a Suspended License,Driving with a license that has been suspended
764,765,16,533,African American,Female,23,0,0,0,129,felony,5,1,Driving While License Revoked,Driving with a Revoked License,Driving with a license that has been revoked
765,766,16,4112,African American,Male,21,0,0,1,65,felony,3,0,Burglary Unoccupied Dwelling,Burglary,"Unlawfully entering a dwelling or structure or remaining in a dwelling or structure after permission to remain has been withdrawn, with the intent to commit a crime inside"
766,767,16,9914,Caucasian,Male,23,0,1,4,45,misdemeanor,4,1,Battery,Battery,Intentionally causing bodily harm to another person without a weapon
767,768,16,692,African American,Male,29,0,0,3,309,felony,5,1,Possession of Ethylone,Possession of a Controlled Substance,Possession of a criminalized narcotic or pharmacological drug
768,769,16,6278,African American,Female,30,0,0,0,193,felony,2,0,Grand Theft on 65 Yr or Older,Grand Theft,The unlawful taking of property worth more than $300
769,770,16,1787,African American,Male,24,0,0,0,58,felony,5,0,Burglary Conveyance Unoccup,Burglary,"Unlawfully entering a dwelling or structure or remaining in a dwelling or structure after permission to remain has been withdrawn, with the intent to commit a crime inside"
770,771,16,8724,African American,Male,42,1,0,7,306,felony,9,1,Possession of Cocaine,Possession of Cocaine,Possession of cocaine
771,772,16,9942,Hispanic,Male,46,0,0,0,190,felony,1,0,Grand Theft in the 3rd Degree,Grand Theft,The unlawful taking of property worth more than $300
772,773,16,6791,African American,Male,57,0,0,3,15,felony,1,0,Aggravated Assault W/Dead Weap,Assault with a Deadly Weapon,"An intentional and unlawful threat against another person with a deadly weapon, or while in the commission of a felony, which creates a reasonable fear that violence or harm is imminent"
773,774,16,6432,Caucasian,Female,42,0,0,3,163,felony,5,0,False Ownership Info/Pawn Item,Fraud,Wrongful or criminal deception intended to result in financial or personal gain
774,775,16,4641,Caucasian,Female,35,0,0,1,45,misdemeanor,4,0,Battery,Battery,Intentionally causing bodily harm to another person without a weapon
775,776,16,646,Hispanic,Male,48,0,0,1,239,misdemeanor,1,1,Operating W/O Valid License,Operating a Vehicle without a Valid Drivers License,Operating a motor vehicle without a valid drivers license
776,777,16,4518,African American,Male,24,0,0,5,172,felony,3,1,Felony Driving While Lic Suspd,Driving with a Suspended License,Driving with a license that has been suspended
777,778,16,5655,Caucasian,Female,25,0,0,0,45,misdemeanor,3,0,Battery,Battery,Intentionally causing bodily harm to another person without a weapon
778,779,16,2054,Caucasian,Male,25,0,0,0,190,felony,2,0,Grand Theft in the 3rd Degree,Grand Theft,The unlawful taking of property worth more than $300
779,780,16,8560,Caucasian,Male,47,0,0,2,133,misdemeanor,1,0,DUI Level 0.15 Or Minor In Veh,Driving Under the Influence,Operating a motor vehicle with a blood alcohol content (BAC) of 0.08% or higher
780,781,16,9506,African American,Male,24,0,0,0,45,misdemeanor,9,1,Battery,Battery,Intentionally causing bodily harm to another person without a weapon
781,782,16,6043,Caucasian,Male,50,0,0,3,169,felony,3,0,Felony Battery (Dom Strang),Battery,Intentionally causing bodily harm to another person without a weapon
782,783,16,8867,Caucasian,Male,24,0,0,6,58,felony,10,0,Burglary Conveyance Unoccup,Burglary,"Unlawfully entering a dwelling or structure or remaining in a dwelling or structure after permission to remain has been withdrawn, with the intent to commit a crime inside"
783,784,16,7738,Caucasian,Male,32,0,0,2,246,felony,2,0,Pos Cannabis W/Intent Sel/Del,Possession of Cannabis/Marijuana,Possession of cannabis/marijuana
784,785,16,7903,African American,Female,52,0,0,0,45,misdemeanor,1,0,Battery,Battery,Intentionally causing bodily harm to another person without a weapon
785,786,16,5650,African American,Male,28,0,0,5,306,felony,4,0,Possession of Cocaine,Possession of Cocaine,Possession of cocaine
786,787,16,2382,African American,Male,58,0,0,24,175,felony,6,1,Felony Petit Theft,Theft,The taking of another person's property worth less than $300
787,788,16,1729,African American,Male,39,0,0,1,283,misdemeanor,2,1,Possess Cannabis/20 Grams Or Less,Possession of Cannabis/Marijuana,Possession of cannabis/marijuana
788,789,16,6264,African American,Female,29,0,0,0,6,felony,10,0,Agg Battery Grt/Bod/Harm,Battery,Intentionally causing bodily harm to another person without a weapon
789,790,16,2262,African American,Male,23,0,0,0,45,misdemeanor,3,1,Battery,Battery,Intentionally causing bodily harm to another person without a weapon
790,791,16,6503,Hispanic,Male,37,0,0,1,246,felony,2,1,Pos Cannabis W/Intent Sel/Del,Possession of Cannabis/Marijuana,Possession of cannabis/marijuana
791,792,16,2914,African American,Male,29,0,0,1,159,felony,9,0,False Imprisonment,False Imprisonment,"When a person either forcibly, by threat, confines, abducts, imprisons, or restrains another person without lawful authority against their will, or secretly confines, abducts, imprisons, or restrains another person without lawful authority against their will"
792,793,16,4408,African American,Male,42,0,0,3,306,felony,1,0,Possession of Cocaine,Possession of Cocaine,Possession of cocaine
793,794,16,4873,African American,Female,27,0,0,4,126,felony,6,1,Drivg While Lic Suspd/Revk/Can,Driving with a Suspended License,Driving with a license that has been suspended
794,795,16,6481,African American,Female,23,0,0,0,45,misdemeanor,4,0,Battery,Battery,Intentionally causing bodily harm to another person without a weapon
795,796,16,5793,African American,Female,36,0,0,1,306,felony,3,1,Possession of Cocaine,Possession of Cocaine,Possession of cocaine
796,797,16,640,African American,Male,20,0,0,0,186,felony,7,1,Grand Theft (Motor Vehicle),Grand Theft,The unlawful taking of property worth more than $300
797,798,16,3438,Caucasian,Male,26,0,0,0,45,misdemeanor,6,1,Battery,Battery,Intentionally causing bodily harm to another person without a weapon
798,799,16,10626,Caucasian,Male,46,0,0,0,14,felony,1,0,Aggravated Assault,Assault,"An intentional and unlawful threat against another person, coupled with the apparent ability to carry out the threat, which creates a genuine and reasonable fear that violence or harm is imminent"
799,800,16,8479,African American,Male,47,0,0,4,172,felony,4,1,Felony Driving While Lic Suspd,Driving with a Suspended License,Driving with a license that has been suspended
800,801,17,6818,Caucasian,Female,51,0,0,0,206,misdemeanor,4,1,Leave Acc/Attend Veh/More $50,Fleeing the Scene of an Accident,When a person is involved in an accident or crash and willfully leaves the scene of the accident or crash without providing their information to the other individuals involved
801,802,17,156,Caucasian,Male,24,0,1,8,163,felony,6,1,False Ownership Info/Pawn Item,Fraud,Wrongful or criminal deception intended to result in financial or personal gain
802,803,17,6056,Caucasian,Male,31,0,0,17,319,felony,8,1,Possession of Oxycodone,Possession of Oxycodone,Possession of Oxycodone
803,804,17,2514,African American,Male,35,0,1,23,268,felony,9,1,Poss Pyrrolidinovalerophenone,Possession of a Controlled Substance,Possession of a criminalized narcotic or pharmacological drug
804,805,17,10920,Caucasian,Male,34,0,0,4,246,felony,5,0,Pos Cannabis W/Intent Sel/Del,Possession of Cannabis/Marijuana,Possession of cannabis/marijuana
805,806,17,3229,Caucasian,Male,26,0,0,2,99,felony,5,0,D.U.I. Serious Bodily Injury,Driving Under the Influence,Operating a motor vehicle with a blood alcohol content (BAC) of 0.08% or higher
806,807,17,4596,African American,Male,52,0,0,0,45,misdemeanor,1,1,Battery,Battery,Intentionally causing bodily harm to another person without a weapon
807,808,17,2767,Caucasian,Male,67,0,0,2,334,misdemeanor,1,1,Refuse Submit Blood/Breath Test,Refusing to Submit Blood or Breath Test for DUI,
808,809,17,10536,African American,Male,26,0,0,8,280,felony,9,1,"Poss3,4 Methylenedioxymethcath",Possession of Ecstasy,Possession of Ecstasy
809,810,17,8747,Caucasian,Male,25,0,0,5,129,felony,9,1,Driving While License Revoked,Driving with a Revoked License,Driving with a license that has been revoked
810,811,17,7615,African American,Male,34,0,0,0,129,felony,1,0,Driving While License Revoked,Driving with a Revoked License,Driving with a license that has been revoked
811,812,17,2153,African American,Male,22,0,0,3,418,felony,8,1,Uttering a Forged Instrument,Forgery,"When a person falsely makes, alters, counterfeits, or forges a document that carries Òlegal efficacyÓ"
812,813,17,6911,Hispanic,Male,20,0,0,0,337,misdemeanor,4,1,Resist/Obstruct W/O Violence,Resisting an Officer,"When a person knowingly and willfuly, but not violently, resists, obstructs, or opposes a law enforcement officer engaged in the execution of legal process, or lawful execution of a legal duty"
813,814,17,8416,African American,Female,24,0,0,0,112,felony,3,0,Deliver Cocaine,Dealing Cocaine,Possessing cocaine with the intent to sell or deliver the cocaine
814,815,17,10997,African American,Male,23,0,0,0,209,felony,3,0,Leaving the Scene of Accident,Fleeing the Scene of an Accident,When a person is involved in an accident or crash and willfully leaves the scene of the accident or crash without providing their information to the other individuals involved
815,816,17,222,Caucasian,Female,43,0,0,0,133,misdemeanor,1,0,DUI Level 0.15 Or Minor In Veh,Driving Under the Influence,Operating a motor vehicle with a blood alcohol content (BAC) of 0.08% or higher
816,817,17,2820,Caucasian,Male,66,0,0,0,45,misdemeanor,1,0,Battery,Battery,Intentionally causing bodily harm to another person without a weapon
817,818,17,10010,African American,Male,21,0,0,0,168,felony,9,1,Felony Battery,Battery,Intentionally causing bodily harm to another person without a weapon
818,819,17,2211,African American,Male,24,0,0,5,172,felony,7,1,Felony Driving While Lic Suspd,Driving with a Suspended License,Driving with a license that has been suspended
819,820,17,2448,African American,Male,21,0,0,0,190,felony,8,1,Grand Theft in the 3rd Degree,Grand Theft,The unlawful taking of property worth more than $300
820,821,17,7455,African American,Male,22,0,0,0,100,felony,7,0,Dealing in Stolen Property,Dealing Controlled Substances,Possessing a criminalized narcotic or pharmacological drug with the intent to sell or deliver
821,822,17,5515,African American,Male,45,0,0,1,45,misdemeanor,1,0,Battery,Battery,Intentionally causing bodily harm to another person without a weapon
822,823,17,5818,African American,Male,23,0,0,0,169,felony,5,0,Felony Battery (Dom Strang),Battery,Intentionally causing bodily harm to another person without a weapon
823,824,17,3676,African American,Male,50,0,0,1,306,felony,5,0,Possession of Cocaine,Possession of Cocaine,Possession of cocaine
824,825,17,2410,Hispanic,Female,33,0,0,2,426,misdemeanor,4,0,Viol Prot Injunc Repeat Viol,Restraining Order Violation,Violating the terms of a restraining order
825,826,17,8970,Caucasian,Male,69,0,0,0,128,misdemeanor,1,1,Driving Under The Influence,Driving Under the Influence,Operating a motor vehicle with a blood alcohol content (BAC) of 0.08% or higher
826,827,17,10851,African American,Female,29,0,0,2,336,felony,3,1,Resist Officer w/Violence,Resisting an Officer with Violence,"When a person knowingly and willfully resists, obstructs, or opposes a law enforcement officer by threatening violence or engaging in violent conduct against the law enforcement officer was engaged in the lawful execution of a legal duty"
827,828,17,6606,African American,Male,43,0,0,0,246,felony,5,0,Pos Cannabis W/Intent Sel/Del,Possession of Cannabis/Marijuana,Possession of cannabis/marijuana
828,829,17,5349,Caucasian,Male,20,0,0,0,190,felony,10,1,Grand Theft in the 3rd Degree,Grand Theft,The unlawful taking of property worth more than $300
829,830,17,2930,African American,Male,29,0,0,10,31,misdemeanor,10,1,Assault,Assault,"An intentional and unlawful threat against another person, coupled with the apparent ability to carry out the threat, which creates a genuine and reasonable fear that violence or harm is imminent"
830,831,17,4421,African American,Female,53,0,0,10,15,felony,2,1,Aggravated Assault W/Dead Weap,Assault with a Deadly Weapon,"An intentional and unlawful threat against another person with a deadly weapon, or while in the commission of a felony, which creates a reasonable fear that violence or harm is imminent"
831,832,17,1562,Hispanic,Male,26,0,0,0,404,felony,3,0,Unauth Poss ID Card or DL,Fraud,Wrongful or criminal deception intended to result in financial or personal gain
832,833,17,5123,African American,Male,31,0,0,3,60,felony,3,1,Burglary Dwelling Assault/Batt,Burglary,"Unlawfully entering a dwelling or structure or remaining in a dwelling or structure after permission to remain has been withdrawn, with the intent to commit a crime inside"
833,834,17,8191,African American,Male,21,0,0,0,49,felony,4,0,Battery on Law Enforc Officer,Battery,Intentionally causing bodily harm to another person without a weapon
834,835,17,9662,Caucasian,Male,56,0,0,3,45,misdemeanor,3,0,Battery,Battery,Intentionally causing bodily harm to another person without a weapon
835,836,17,1004,Hispanic,Male,23,0,0,2,283,misdemeanor,6,1,Possess Cannabis/20 Grams Or Less,Possession of Cannabis/Marijuana,Possession of cannabis/marijuana
836,837,17,8703,Caucasian,Female,61,0,0,0,306,felony,1,0,Possession of Cocaine,Possession of Cocaine,Possession of cocaine
837,838,17,1526,African American,Male,36,0,0,5,306,felony,4,0,Possession of Cocaine,Possession of Cocaine,Possession of cocaine
838,839,17,3941,Caucasian,Male,37,0,0,0,45,misdemeanor,3,0,Battery,Battery,Intentionally causing bodily harm to another person without a weapon
839,840,17,10577,Caucasian,Male,59,0,0,0,423,misdemeanor,2,1,Viol Injunct Domestic Violence,Domestic Violence,"The touching or striking of a family member, household member, or domestic partner against their will"
840,841,17,1795,Hispanic,Female,22,0,0,0,190,felony,6,0,Grand Theft in the 3rd Degree,Grand Theft,The unlawful taking of property worth more than $300
841,842,17,9170,Caucasian,Male,52,0,0,1,56,felony,1,0,Burglary Conveyance Assault/Bat,Burglary,"Unlawfully entering a dwelling or structure or remaining in a dwelling or structure after permission to remain has been withdrawn, with the intent to commit a crime inside"
842,843,17,4634,Caucasian,Male,27,0,0,0,133,misdemeanor,4,1,DUI Level 0.15 Or Minor In Veh,Driving Under the Influence,Operating a motor vehicle with a blood alcohol content (BAC) of 0.08% or higher
843,844,17,446,African American,Female,21,0,0,0,45,misdemeanor,6,0,Battery,Battery,Intentionally causing bodily harm to another person without a weapon
844,845,17,2618,African American,Male,34,0,0,27,175,felony,9,1,Felony Petit Theft,Theft,The taking of another person's property worth less than $300
845,846,17,6939,Caucasian,Male,62,0,0,2,364,felony,1,0,Solicit Deliver Cocaine,Purchasing Cocaine,
846,847,17,2772,African American,Male,23,0,0,2,92,misdemeanor,8,1,Criminal Mischief,Criminal Damage of less than $1000,"When a person willfully and maliciously damages another person's property - with damage less than $1,000"
847,848,17,3444,Caucasian,Male,44,0,0,0,306,felony,2,1,Possession of Cocaine,Possession of Cocaine,Possession of cocaine
848,849,17,1153,Caucasian,Female,20,0,0,1,65,felony,8,1,Burglary Unoccupied Dwelling,Burglary,"Unlawfully entering a dwelling or structure or remaining in a dwelling or structure after permission to remain has been withdrawn, with the intent to commit a crime inside"
849,850,17,1329,Caucasian,Male,22,0,1,1,190,felony,8,1,Grand Theft in the 3rd Degree,Grand Theft,The unlawful taking of property worth more than $300
850,851,18,2053,African American,Male,23,0,0,0,45,misdemeanor,7,0,Battery,Battery,Intentionally causing bodily harm to another person without a weapon
851,852,18,2723,African American,Male,25,0,0,4,89,felony,6,1,Crim Use of Personal ID Info,Forgery,"When a person falsely makes, alters, counterfeits, or forges a document that carries Òlegal efficacyÓ"
852,853,18,6766,African American,Male,29,0,1,8,268,felony,8,1,Poss Pyrrolidinovalerophenone,Possession of a Controlled Substance,Possession of a criminalized narcotic or pharmacological drug
853,854,18,9235,Caucasian,Male,56,0,0,1,176,felony,1,0,Felony/Driving Under Influence,Driving Under the Influence,Operating a motor vehicle with a blood alcohol content (BAC) of 0.08% or higher
854,855,18,9219,African American,Male,28,0,0,7,337,misdemeanor,7,0,Resist/Obstruct W/O Violence,Resisting an Officer,"When a person knowingly and willfuly, but not violently, resists, obstructs, or opposes a law enforcement officer engaged in the execution of legal process, or lawful execution of a legal duty"
855,856,18,8358,African American,Female,21,0,0,0,418,felony,6,0,Uttering a Forged Instrument,Forgery,"When a person falsely makes, alters, counterfeits, or forges a document that carries Òlegal efficacyÓ"
856,857,18,8501,African American,Male,33,0,0,14,129,felony,10,1,Driving While License Revoked,Driving with a Revoked License,Driving with a license that has been revoked
857,858,18,4971,African American,Male,19,0,1,2,190,felony,7,1,Grand Theft in the 3rd Degree,Grand Theft,The unlawful taking of property worth more than $300
858,859,18,4164,Caucasian,Female,40,0,0,4,306,felony,4,0,Possession of Cocaine,Possession of Cocaine,Possession of cocaine
859,860,18,4368,Hispanic,Male,22,0,0,1,190,felony,4,1,Grand Theft in the 3rd Degree,Grand Theft,The unlawful taking of property worth more than $300
860,861,18,7269,Caucasian,Female,57,0,0,0,128,misdemeanor,1,0,Driving Under The Influence,Driving Under the Influence,Operating a motor vehicle with a blood alcohol content (BAC) of 0.08% or higher
861,862,18,4719,Caucasian,Male,29,0,0,0,45,misdemeanor,1,0,Battery,Battery,Intentionally causing bodily harm to another person without a weapon
862,863,18,10645,African American,Male,31,0,0,0,129,felony,7,0,Driving While License Revoked,Driving with a Revoked License,Driving with a license that has been revoked
863,864,18,3847,African American,Male,22,1,0,2,418,felony,7,1,Uttering a Forged Instrument,Forgery,"When a person falsely makes, alters, counterfeits, or forges a document that carries Òlegal efficacyÓ"
864,865,18,7411,African American,Male,30,0,0,5,15,misdemeanor,9,0,Aggravated Assault W/Dead Weap,Assault with a Deadly Weapon,"An intentional and unlawful threat against another person with a deadly weapon, or while in the commission of a felony, which creates a reasonable fear that violence or harm is imminent"
865,866,18,400,African American,Female,23,0,0,0,71,felony,4,1,Carrying Concealed Firearm,Carrying a Concealed Weapon,"When a person knowingly carries, on or about their person, a weapon that is concealed from the ordinary sight of another person"
866,867,18,8205,Caucasian,Male,41,0,0,0,253,felony,2,1,Poss Contr Subst W/o Prescript,Possession of a Controlled Substance,Possession of a criminalized narcotic or pharmacological drug
867,868,18,10841,African American,Male,27,0,0,0,45,misdemeanor,1,1,Battery,Battery,Intentionally causing bodily harm to another person without a weapon
868,869,18,2216,African American,Male,44,0,0,2,172,felony,2,0,Felony Driving While Lic Suspd,Driving with a Suspended License,Driving with a license that has been suspended
869,870,18,8832,African American,Male,24,0,0,2,190,felony,5,1,Grand Theft in the 3rd Degree,Grand Theft,The unlawful taking of property worth more than $300
870,871,18,2794,Caucasian,Male,27,0,1,4,45,misdemeanor,4,1,Battery,Battery,Intentionally causing bodily harm to another person without a weapon
871,872,18,9277,African American,Female,27,0,0,0,45,misdemeanor,3,0,Battery,Battery,Intentionally causing bodily harm to another person without a weapon
872,873,18,10946,African American,Male,27,0,0,1,134,misdemeanor,5,0,DUI Property Damage/Injury,Driving Under the Influence,Operating a motor vehicle with a blood alcohol content (BAC) of 0.08% or higher
873,874,18,2613,Caucasian,Male,46,0,0,0,371,felony,1,0,Stalking (Aggravated),Stalking,"When a person willfully, maliciously, and repeatedly follows, harasses, or cyberstalks another person"
874,875,18,364,African American,Male,25,0,0,0,190,felony,3,0,Grand Theft in the 3rd Degree,Grand Theft,The unlawful taking of property worth more than $300
875,876,18,9216,Caucasian,Male,66,0,0,0,45,misdemeanor,1,0,Battery,Battery,Intentionally causing bodily harm to another person without a weapon
876,877,18,7930,Caucasian,Male,22,0,0,5,45,misdemeanor,5,1,Battery,Battery,Intentionally causing bodily harm to another person without a weapon
877,878,18,9283,Caucasian,Male,40,0,0,5,313,felony,1,1,Possession of Hydromorphone,Possession of a Controlled Substance,Possession of a criminalized narcotic or pharmacological drug
878,879,18,1397,African American,Male,63,0,0,3,399,misdemeanor,9,0,Trespass Structure/Conveyance,Trespassing,"Willfully entering or remaining on some form of real property without authorization, license, or invitation"
879,880,18,2149,African American,Male,33,0,0,0,303,felony,1,1,Possession of Cannabis,Possession of Cannabis/Marijuana,Possession of cannabis/marijuana
880,881,18,2515,African American,Male,28,2,1,11,179,felony,10,0,Fleeing Or Attmp Eluding A Leo,Fleeing a Law Enforcement Officer,
881,882,18,2843,Caucasian,Male,39,0,0,0,45,misdemeanor,1,0,Battery,Battery,Intentionally causing bodily harm to another person without a weapon
882,883,18,10899,Caucasian,Male,25,0,0,7,397,misdemeanor,5,1,Trespass Struct/Conveyance,Trespassing,"Willfully entering or remaining on some form of real property without authorization, license, or invitation"
883,884,18,5801,Caucasian,Male,51,0,0,6,306,felony,3,1,Possession of Cocaine,Possession of Cocaine,Possession of cocaine
884,885,18,154,Caucasian,Female,39,0,0,0,15,felony,1,1,Aggravated Assault W/Dead Weap,Assault with a Deadly Weapon,"An intentional and unlawful threat against another person with a deadly weapon, or while in the commission of a felony, which creates a reasonable fear that violence or harm is imminent"
885,886,18,8518,African American,Male,21,0,0,1,306,felony,10,1,Possession of Cocaine,Possession of Cocaine,Possession of cocaine
886,887,18,6963,Caucasian,Female,49,0,0,2,306,felony,2,0,Possession of Cocaine,Possession of Cocaine,Possession of cocaine
887,888,18,2206,African American,Male,30,0,0,2,127,misdemeanor,7,0,Driving License Suspended,Driving with a Suspended License,Driving with a license that has been suspended
888,889,18,8641,Caucasian,Male,77,0,0,1,134,misdemeanor,1,0,DUI Property Damage/Injury,Driving Under the Influence,Operating a motor vehicle with a blood alcohol content (BAC) of 0.08% or higher
889,890,18,6537,Caucasian,Male,26,0,0,4,377,felony,4,1,Tamper With Witness/Victim/CI,Tampering with a Witness,The act of attempting to alter or prevent the testimony of witnesses within criminal or civil proceedings
890,891,18,2943,Caucasian,Male,42,0,0,0,16,felony,1,0,Aggravated Assault w/Firearm,Assault with a Deadly Weapon,"An intentional and unlawful threat against another person with a deadly weapon, or while in the commission of a felony, which creates a reasonable fear that violence or harm is imminent"
891,892,18,319,Caucasian,Male,56,0,0,7,172,felony,1,1,Felony Driving While Lic Suspd,Driving with a Suspended License,Driving with a license that has been suspended
892,893,18,8041,Hispanic,Male,27,0,0,6,129,felony,4,1,Driving While License Revoked,Driving with a Revoked License,Driving with a license that has been revoked
893,894,18,4820,African American,Male,62,0,0,13,339,felony,8,1,Retail Theft $300 1st Offense,Theft,The taking of another person's property worth less than $300
894,895,18,5646,African American,Male,23,0,0,6,306,felony,6,1,Possession of Cocaine,Possession of Cocaine,Possession of cocaine
895,896,18,8111,African American,Male,27,0,0,4,268,felony,8,1,Poss Pyrrolidinovalerophenone,Possession of a Controlled Substance,Possession of a criminalized narcotic or pharmacological drug
896,897,18,9868,African American,Male,32,0,0,1,45,misdemeanor,10,0,Battery,Battery,Intentionally causing bodily harm to another person without a weapon
897,898,18,1553,Hispanic,Male,51,0,0,0,218,felony,1,1,Live on Earnings of Prostitute,Prostitution,Engaging in sex for money
898,899,18,947,Caucasian,Female,23,0,0,3,253,felony,10,0,Poss Contr Subst W/o Prescript,Possession of a Controlled Substance,Possession of a criminalized narcotic or pharmacological drug
899,900,18,9636,African American,Male,30,0,2,13,186,felony,10,1,Grand Theft (Motor Vehicle),Grand Theft,The unlawful taking of property worth more than $300
900,901,19,1343,Hispanic,Male,24,0,0,3,58,felony,6,1,Burglary Conveyance Unoccup,Burglary,"Unlawfully entering a dwelling or structure or remaining in a dwelling or structure after permission to remain has been withdrawn, with the intent to commit a crime inside"
901,902,19,5669,African American,Male,32,0,0,17,306,felony,8,1,Possession of Cocaine,Possession of Cocaine,Possession of cocaine
902,903,19,1146,African American,Male,26,0,0,4,16,felony,7,1,Aggravated Assault w/Firearm,Assault with a Deadly Weapon,"An intentional and unlawful threat against another person with a deadly weapon, or while in the commission of a felony, which creates a reasonable fear that violence or harm is imminent"
903,904,19,9221,Caucasian,Male,22,0,0,3,306,felony,7,1,Possession of Cocaine,Possession of Cocaine,Possession of cocaine
904,905,19,2329,African American,Male,25,0,4,14,186,felony,10,1,Grand Theft (Motor Vehicle),Grand Theft,The unlawful taking of property worth more than $300
905,906,19,10277,African American,Male,30,0,1,14,129,felony,7,0,Driving While License Revoked,Driving with a Revoked License,Driving with a license that has been revoked
906,907,19,6805,African American,Male,22,0,0,0,59,felony,3,1,Burglary Dwelling Armed,Burglary,"Unlawfully entering a dwelling or structure or remaining in a dwelling or structure after permission to remain has been withdrawn, with the intent to commit a crime inside"
907,908,19,1576,African American,Male,42,1,0,13,328,misdemeanor,8,1,Prowling/Loitering,Loitering,"Standing or waiting around idly in a manner unusual for law-abiding citizens, creating an imminent threat to public safety"
908,909,19,10412,Caucasian,Male,49,0,0,0,190,felony,1,0,Grand Theft in the 3rd Degree,Grand Theft,The unlawful taking of property worth more than $300
909,910,19,7298,African American,Female,42,0,0,1,298,felony,2,0,Possession Of Amphetamine,Possession of a Controlled Substance,Possession of a criminalized narcotic or pharmacological drug
910,911,19,10383,African American,Male,27,0,0,10,129,felony,9,1,Driving While License Revoked,Driving with a Revoked License,Driving with a license that has been revoked
911,912,19,10336,African American,Male,29,1,0,3,45,misdemeanor,8,1,Battery,Battery,Intentionally causing bodily harm to another person without a weapon
912,913,19,101,Hispanic,Male,45,0,0,6,306,felony,1,1,Possession of Cocaine,Possession of Cocaine,Possession of cocaine
913,914,19,2076,African American,Male,30,0,0,7,246,felony,10,1,Pos Cannabis W/Intent Sel/Del,Possession of Cannabis/Marijuana,Possession of cannabis/marijuana
914,915,19,5754,African American,Male,34,0,0,13,297,felony,4,1,Possession Of Alprazolam,Possession of a Controlled Substance,Possession of a criminalized narcotic or pharmacological drug
915,916,19,6267,Caucasian,Female,51,0,0,0,45,misdemeanor,1,1,Battery,Battery,Intentionally causing bodily harm to another person without a weapon
916,917,19,6094,Caucasian,Male,30,0,0,7,100,felony,10,1,Dealing in Stolen Property,Dealing Controlled Substances,Possessing a criminalized narcotic or pharmacological drug with the intent to sell or deliver
917,918,19,10673,African American,Female,29,0,1,7,15,felony,7,1,Aggravated Assault W/Dead Weap,Assault with a Deadly Weapon,"An intentional and unlawful threat against another person with a deadly weapon, or while in the commission of a felony, which creates a reasonable fear that violence or harm is imminent"
918,919,19,320,African American,Male,38,0,0,15,306,felony,9,0,Possession of Cocaine,Possession of Cocaine,Possession of cocaine
919,920,19,2809,African American,Male,23,0,0,0,246,felony,3,0,Pos Cannabis W/Intent Sel/Del,Possession of Cannabis/Marijuana,Possession of cannabis/marijuana
